symbol,timeframe,strategy,params,trades,pf,winrate,payoff,maxdd,netprofit,tier,status,mode,real_orders,dataset
UK100,H4,EMA_CROSS,"21,55",57,0.436,31.58,0.9447,3644.3,-3374.0,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
AUDUSD,D1,EMA_CROSS,"13,55",37,0.4246,24.32,1.3211,0.18479,-0.16581,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
UK100,H1,SMA_CROSS,"50,200",26,0.3895,30.77,0.8764,3013.2,-2831.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H1_raw.csv
UK100,H4,EMA_CROSS,"13,55",76,0.3774,25.0,1.1322,5028.3,-4974.6,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_H4_raw.csv
UK100,M30,SMA_CROSS,"20,50",128,0.3724,35.16,0.6868,4692.1,-4284.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
AUDUSD,D1,SMA_CROSS,"13,55",41,0.372,29.27,0.8989,0.30285,-0.28249,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
UK100,M15,SMA_CROSS,"13,55",123,0.3674,30.89,0.8217,4023.5,-3729.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
NZDUSD,D1,EMA_CROSS,"13,55",43,0.366,23.26,1.2079,0.25044,-0.24334,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
UK100,M30,EMA_CROSS,"9,34",178,0.3622,23.6,1.1728,4967.8,-4798.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
UK100,M30,SMA_CROSS,"50,200",31,0.3617,32.26,0.7595,3687.0,-3003.4,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
UK100,M30,SMA_CROSS,"13,55",126,0.3572,27.78,0.9287,4691.3,-4330.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
UK100,M30,EMA_CROSS,"13,55",114,0.3561,24.56,1.0938,4374.9,-3983.1,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
UK100,M30,EMA_CROSS,"21,55",96,0.3551,21.88,1.2682,4242.8,-3876.3,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M30_raw.csv
USDCAD,D1,SMA_CROSS,"13,55",33,0.3525,24.24,1.1015,0.40838,-0.34731,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
UK100,M15,EMA_CROSS,"9,34",187,0.3484,24.06,1.0994,4800.1,-4331.5,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
EURUSD,M15,SMA_CROSS,"50,200",35,0.3393,14.29,2.0359,0.07185,-0.05929,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_EURUSD_M15_raw.csv
UK100,M15,EMA_CROSS,"13,55",127,0.3224,22.83,1.0895,4401.6,-4173.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
USDCAD,D1,SMA_CROSS,"20,50",35,0.3207,20.0,1.2826,0.3821,-0.35128,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDCAD_D1_raw.csv
NZDUSD,D1,SMA_CROSS,"20,50",39,0.3142,30.77,0.7071,0.38165,-0.30405,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
UK100,M15,SMA_CROSS,"50,200",33,0.3095,27.27,0.8253,2889.7,-2682.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
USDJPY,M15,SMA_CROSS,"50,200",30,0.3083,30.0,0.7193,9.14,-8.286,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_USDJPY_M15_raw.csv
NZDUSD,D1,EMA_CROSS,"21,55",35,0.2956,28.57,0.7389,0.29868,-0.29013,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_NZDUSD_D1_raw.csv
UK100,M15,EMA_CROSS,"21,55",99,0.2687,24.24,0.8398,4495.4,-4363.9,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_UK100_M15_raw.csv
AUDUSD,D1,SMA_CROSS,"20,50",37,0.267,24.32,0.8305,0.40179,-0.37702,D,RESEARCH,PAPER_ONLY,FORBIDDEN,C:\Users\MindFin\Desktop\mind-fin-pro-backend-core\mind_trader\data\raw\mt5\MT5_AUDUSD_D1_raw.csv
